id,lat,lon,generation,fuel
4258,38.6472,-82.8594,203740,water
4259,42.0317,-84.755,250689,naturalgas
4263,40.964828,-111.433937,3757,water
4266,33.1975,-97.1061,4579,naturalgas
4270,29.995267,-90.471581,9156336,nuclear
4271,44.303583,-91.912647,1383643,petroleum
4937,30.558,-98.3705,3943777,naturalgas
4939,27.6064,-97.3117,1793002,naturalgas
4940,35.9978,-95.9567,290414,naturalgas
4941,36.9047,-111.3886,17297076,coal
5083,39.3757,-74.9654,116354,petroleum
6000,41.975604,-86.565206,17630792,nuclear
6001,31.2231,-85.1116,14505389,nuclear
6002,33.6319,-87.0597,18478397,naturalgas
6004,39.366667,-81.294444,8578386,naturalgas
6006,38.9153,-81.9081,251299,water
6008,33.3881,-112.8617,32320917,nuclear
6009,34.4228,-92.1406,10526995,petroleum
6011,38.4344,-76.4417,14343334,nuclear
6012,42.7297,-72.9303,29238,water
6014,33.9597,-78.0114,15332240,nuclear
6015,35.6334,-78.9556,8048575,nuclear
6016,40.4663,-89.9841,2237999,coal
6017,38.9361,-88.2781,6726876,petroleum
6018,38.9036,-84.8514,2910996,coal
6019,38.8675,-84.2289,7283735,naturalgas
6020,41.8006,-81.1439,10455271,nuclear
6021,40.4627,-107.5912,9281410,naturalgas
6022,41.2435,-88.2286,20263665,coal
6023,42.0742,-89.2819,19252381,nuclear
6026,41.245498,-88.669066,18754699,coal
6030,47.377743,-101.157058,8880798,coal
6031,38.6903,-83.4803,3821463,coal
6034,42.7756,-82.495,7791594,naturalgas
6035,43.1056,-82.6964,264778,naturalgas
6036,35.0514,-81.0694,18,nuclear
6038,35.4331,-80.9486,17586205,nuclear
6040,40.6219,-80.4336,14757306,nuclear
6041,38.7,-83.8181,8592710,coal
6042,27.6058,-82.3456,7293431,naturalgas
6043,27.0536,-80.5628,106,naturalgas
6045,27.348611,-80.246389,15817574,nuclear
6046,28.903863,-81.332329,72183,naturalgas
6047,42.573084,-72.707274,8266,water
6049,41.3867,-70.6314,259,petroleum
6051,31.9342,-82.3447,1450,nuclear
6052,33.41342,-85.032329,4851970,petroleum
6055,30.7261,-91.3692,10712769,naturalgas
6056,20.896884,-156.462696,126421,petroleum
6058,44.0322,-92.4908,9064,naturalgas
6060,33.6758,-116.1714,16,naturalgas
6061,31.2186,-89.394,764201,coal
6063,42.4407,-92.4205,23785,naturalgas
6064,39.1681,-94.6975,1401938,naturalgas
6065,39.4472,-94.98,9187942,petroleum
6068,39.286453,-96.117231,11466661,petroleum
6071,38.5847,-85.4117,8243230,naturalgas
6072,32.0081,-91.0478,10252183,nuclear
6073,30.5322,-88.5553,10882954,naturalgas
6074,38.8615,-94.2982,43721,naturalgas
6076,45.8831,-106.614,13729879,petroleum
6077,41.0808,-101.1408,8872009,naturalgas
6081,42.1978,-72.5106,195235,naturalgas
6082,43.358889,-78.604722,1786614,coal
6083,42.5995,-72.7335,24727,water
6085,41.2164,-87.0261,7579802,naturalgas
6086,45.164024,-91.157427,112985,water
6087,33.3498,-83.1574,28386,water
6088,32.401,-111.1262,1949,naturalgas
6089,47.6785,-104.15665,290193,coal
6090,45.3808,-93.8931,13324305,petroleum
6092,42.897663,-96.990494,1567,petroleum
6094,40.6348,-80.4159,17142740,coal
6095,36.45307,-97.05279,5893941,petroleum
6096,40.6214,-95.7764,8828982,naturalgas
6098,45.303652,-96.510067,2692593,petroleum
6099,35.211536,-120.855542,16985978,nuclear
6100,37.029304,-118.968252,209450,water
6101,44.290128,-105.381482,2622575,coal
6103,41.0919,-76.1462,18781295,nuclear
6105,40.224303,-75.58744,19077244,nuclear
6106,45.693182,-119.808819,3202307,petroleum
6110,43.52139,-76.408394,5828694,nuclear
6112,40.2461,-104.8742,3876504,naturalgas
6113,38.372222,-87.765833,17747363,coal
6115,42.899167,-70.848889,10168265,nuclear
6118,39.4666,-75.5377,10373816,nuclear
6119,42.6198,-72.7376,6430,water
6120,48.828784,-122.68609,24255,naturalgas
6122,43.2777,-77.3099,4662495,nuclear
6124,32.356287,-81.168347,308732,naturalgas
6125,42.2747,-71.7172,1221,petroleum
6126,34.3061,-81.3308,152382,water
6127,34.2983,-81.3153,6916201,nuclear
6128,29.449827,-101.06011,74642,water
6130,34.6121,-84.6733,71403,water
6131,32.324242,-86.784319,295454,water
6132,34.0256,-82.5953,350213,water
6133,32.918674,-85.1887,187641,water
6136,30.619937,-96.081846,2785913,naturalgas
6137,37.9053,-87.715,3064003,naturalgas
6138,36.2561,-94.5241,3635660,petroleum
6139,33.05522,-94.839993,7982240,petroleum
6140,39.524791,-91.643969,84772,water
6141,38.2623,-93.4062,98877,water
6142,35.4693,-93.8175,41770,water
6145,32.298365,-97.785515,18635776,nuclear
6146,32.2606,-94.5706,13601314,coal
6147,33.0917,-95.0417,6537427,coal
6149,41.5967,-83.0861,5829169,nuclear
6151,35.055795,-85.387934,491183,water
6152,35.2267,-85.0917,18892391,nuclear
6153,38.758919,-91.778841,9276356,nuclear
6155,38.131248,-90.263157,7869455,petroleum
6156,41.283997,-72.904323,243300,petroleum
6158,37.946927,-120.528211,275570,water
6159,38.510573,-107.625335,139470,water
6163,47.957511,-118.977323,20261569,water
6165,39.1747,-111.0289,9098918,coal
6166,37.9256,-87.0372,16717090,coal
6167,38.20889,-79.8,989619,water
6168,38.06,-77.7897,15891448,water
6170,42.5381,-87.9033,6231480,naturalgas
6171,36.9614,-84.27,71960,water
6172,48.4098,-115.3143,2513693,water
6174,42.6717,-122.6772,257301,water
6175,46.659503,-117.429385,2284833,water
6177,34.5789,-109.2708,5419903,petroleum
6178,28.7128,-97.214167,5172880,petroleum
6179,29.9172,-96.7506,9283720,petroleum
6180,31.1803,-96.4866,12910945,coal
6181,29.308056,-98.3228,5692421,naturalgas
6183,28.7044,-98.4775,2173032,coal
6188,33.258281,-85.616047,147978,water
6189,34.355538,-85.303942,472543,water
6190,31.395,-92.716667,6534198,naturalgas
6193,35.29816,-101.747187,5730315,naturalgas
6194,34.186494,-102.56999,6687712,naturalgas
6195,37.151706,-93.38804,2426696,naturalgas
6196,34.6853,-118.7881,180578,water
6200,47.346111,-120.0917,2780308,water
6202,48.732577,-121.06788,794413,water
6204,42.108889,-104.8825,10102049,petroleum
6206,37.52372,-107.782786,291,water
6207,37.866,-107.8831,2294,water
6208,39.094197,-106.352331,52967,water
6210,47.73511,-117.370538,2431,naturalgas
6211,37.79675,-122.28185,7404,petroleum
6213,39.0694,-87.5108,6444869,coal
6220,41.59976,-90.91195,47,petroleum
6223,37.1385,-94.1041,112190,naturalgas
6225,38.4004,-86.9146,3,coal
6229,40.8667,-97.5925,24,petroleum
6231,45.157552,-92.716214,15370,water
6238,39.449185,-90.614119,83,petroleum
6243,30.7217,-96.4608,107241,naturalgas
6246,29.628338,-81.585084,591503,naturalgas
6248,40.2217,-103.6803,2704998,naturalgas
6249,33.331944,-79.357222,4690240,coal
6250,36.5278,-78.8917,2584493,coal
6251,28.795,-96.0481,20651667,nuclear
6253,43.1952,-88.1496,6607,naturalgas
6254,41.0961,-92.555833,2632396,petroleum
6257,33.0606,-83.8075,18894546,petroleum
6258,33.137711,-81.748294,2687,petroleum
6264,38.9794,-81.9344,8241231,coal
6280,36.658995,-93.1235,60693,water
6281,57.789683,-152.39675,3,petroleum
6282,57.7911,-152.4058,3,petroleum
6283,59.43959,-151.713488,444,petroleum
6285,64.7356,-147.3481,313855,petroleum
6286,64.854171,-147.719351,7085,petroleum
6288,63.8542,-148.95,185905,coal
6291,60.392331,-149.665603,32050,water
6292,60.6935,-151.3874,17447,naturalgas
6293,61.168972,-149.911038,862,naturalgas
6299,63.5325,-160.9006,3440,petroleum
6301,58.8128,-156.7319,20718,petroleum
6302,55.091263,-131.544978,15660,water
6304,66.837778,-162.556944,21294,wind
6305,61.9769,-146.5494,9104,petroleum
6306,61.1303,-146.3647,2007,petroleum
6314,60.788889,-161.789722,3425,petroleum
6319,61.5208,-166.1003,2809,petroleum
6323,67.5683,-160.5053,1520,petroleum
6329,62.1656,-163.0783,2803,petroleum
6330,66.8553,-160.4958,1834,petroleum
6338,62.0636,-163.2658,2958,petroleum
6341,66.5569,-160.1431,2567,petroleum
6345,65.0853,-165.1108,1625,petroleum
6348,59.2281,-160.385,3011,petroleum
6356,42.792645,-86.103583,101,petroleum
6358,44.888881,-94.349348,13336,naturalgas
6359,43.913476,-111.283319,32313,water
6369,46.3292,-84.3847,338,petroleum
6373,40.7316,-96.7364,29675,naturalgas
6377,35.109444,-75.979722,99,petroleum
6378,42.149497,-72.610949,3,water
6379,42.160954,-72.507631,4570,water
6388,42.608042,-72.561458,16992,water
6390,37.8277,-75.9915,166,petroleum
6391,37.9933,-76.0353,154,petroleum
6393,42.905142,-110.893422,10122,water
6394,42.728439,-110.916592,7479,water
6395,43.357066,-115.451517,86299,water
6396,43.930462,-116.437172,63647,water
6397,43.537685,-116.093756,7038,water
6398,42.669899,-113.483175,96317,water
6400,46.649026,-111.727874,363024,water
6402,33.153358,-107.191973,12799,water
6403,42.121168,-122.547896,64423,water
6404,40.404354,-111.528446,18559,water
6405,40.914646,-109.421662,416743,water
6406,46.26678,-119.589821,44289,water
6407,46.618413,-120.477759,67481,water
6408,44.513767,-109.129588,18140,water
6409,42.548412,-106.717536,73132,water
6410,26.5575,-99.1642,37758,water
6413,31.060893,-94.1062,55602,water
6414,31.8694,-97.3667,3113,water
6415,34.138779,-94.684498,158114,water
6416,33.8181,-96.5692,10751,water
6417,36.0972,-85.8274,346070,water
6418,36.3208,-87.2219,195109,water
6419,35.3069,-95.3572,126521,water
6421,43.280611,-122.40248,173729,water
6422,45.487869,-111.633807,53649,water
6424,47.8347,-120.0133,398179,water
6430,47.4193,-121.781858,65197,water
6431,48.698056,-121.208611,1056733,water
6432,48.713853,-121.131736,856105,water
6433,48.987111,-117.347847,4243407,water
6438,35.27127,-83.676016,2772,water
6440,34.79782,-87.62537,2448335,water
6449,34.1548,-117.9093,3,water
6450,43.662775,-73.034023,11095,water
6451,44.0525,-73.1762,14836,water
6456,43.6262,-73.3073,5304,water
6459,48.0592,-114.0708,31240,water
6462,30.757,-91.3327,8154994,nuclear
6463,42.0272,-93.5828,190,petroleum
6469,47.370542,-101.83566,5838431,coal
6474,21.899583,-159.585042,166351,petroleum
6475,44.489997,-73.169312,11189,water
6479,34.590183,-118.454676,39849,water
6480,34.534337,-118.525113,2482,water
6481,39.509731,-112.58018,12369826,coal
6482,44.2778,-121.2564,3,water
6483,44.2603,-72.0592,41056,water
6484,44.062326,-121.313331,2498,water
6486,44.6967,-73.6122,25535,water
6504,20.80117,-156.492981,679423,petroleum
6505,45.122009,-122.06987,209139,water
6506,48.7339,-116.1752,27324,water
6507,46.4492,-120.5342,4245,water
6510,39.1522,-119.7478,291,petroleum
6513,39.2851,-119.5933,11846,water
6515,31.363472,-110.931343,517,naturalgas
6516,38.0492,-103.7136,216,petroleum
6517,34.7981,-82.8872,58482,water
6518,39.245833,-120.027222,399,petroleum
6519,44.1664,-73.2575,11566,water
6520,44.38126,-72.76769,17498,water
6521,39.4625,-119.0667,3,water
6522,41.0006,-75.0314,236904,water
6526,44.5236,-73.4617,3,water
6527,43.318906,-73.920785,67440,water
6529,42.87084,-72.92732,16896,water
6531,39.3125,-119.585,10700,water
6532,39.3022,-119.5604,7536,water
6537,40.584985,-111.800605,8425,water
6543,39.493056,-77.826944,1405,water
6544,39.605,-77.923055,888,water
6546,39.273056,-77.784444,2219,water
6552,44.4146,-122.6712,101649,water
6554,42.7317,-92.4711,448,naturalgas
6555,63.2369,-154.219444,2399,petroleum
6558,31.3207,-92.4613,44,naturalgas
6559,61.229713,-149.716744,493717,naturalgas
6560,38.1944,-81.3706,74924,water
6561,38.2526,-81.5695,663,water
6562,38.5274,-81.91392,16564,water
6563,40.459344,-93.021833,174,petroleum
6565,38.3361,-75.1919,210,petroleum
6566,60.7897,-161.787778,41963,petroleum
6567,41.175556,-71.5711,10670,petroleum
6580,55.37975,-131.470269,45508,water
6581,55.381402,-131.517758,13723,water
6584,24.563333,-81.7342,3093,petroleum
6586,42.5139,-70.8547,350,petroleum
6595,31.173484,-93.565877,77966,water
6612,38.86429,-120.444335,58757,water
6618,44.933611,-73.051111,41783,water
6619,39.3561,-102.2431,2556,petroleum
6623,48.0122,-106.4123,732827,water
6624,42.848829,-97.481479,652848,water
6635,41.44823,-72.834884,13170,naturalgas
6636,39.720278,-79.856111,19194,water
6637,59.5453,-139.725,5414,petroleum
6639,37.6461,-87.5,3462744,coal
6641,35.678442,-91.408761,10990484,petroleum
6643,34.20795,-118.3516,3,water
6644,33.8553,-117.4537,18451,water
6645,34.5148,-118.6092,24918,water
6646,34.1275,-117.7958,2933,water
6648,30.565871,-97.064032,4501017,coal
6650,39.1481,-91.8306,1480,petroleum
6651,39.4244,-92.4837,547,petroleum
6652,38.555713,-92.102316,43,petroleum
6664,41.3181,-91.0931,4970029,naturalgas
6702,57.957197,-136.220095,1100,petroleum
6704,33.333056,-118.310278,28224,petroleum
6705,37.915,-87.3328,5511832,naturalgas
6741,45.805443,-92.97176,269,petroleum
6761,40.860905,-105.021207,2189614,naturalgas
6768,36.8791,-89.6209,1744286,petroleum
6772,34.0158,-95.3206,2460583,petroleum
6776,39.4912,-75.0486,2409,petroleum
6789,33.4261,-79.93,250349,water
6791,37.6811,-96.9817,569,naturalgas
6801,57.0497,-135.3128,251,petroleum
6823,37.4497,-87.0806,2995418,coal
6824,44.905026,-93.820761,685,petroleum
7011,37.175,-101.3458,573,naturalgas
7012,43.468679,-112.062499,42029,water
7013,37.2367,-96.9625,6404,naturalgas
7015,39.544108,-111.418727,3238,water
7018,37.6376,-95.4704,1248,naturalgas
7028,40.1817,-111.6203,2903,naturalgas
7030,31.091925,-96.69503,2316752,coal
7032,37.1575,-76.6911,52765,naturalgas
7034,41.743728,-111.783169,15849,water
7039,44.415,-110.5739,87,petroleum
7040,35.351361,-94.294349,130889,water
7042,60.612822,-145.679411,3100,water
7044,44.095876,-70.219009,3,water
7048,44.092904,-70.216965,3,water
7051,44.309693,-72.575305,2302,water
7056,44.359381,-72.81673,21666,water
7058,46.3764,-91.7669,10,petroleum
7060,43.4008,-95.7439,8,naturalgas
7063,31.2546,-88.0299,123544,naturalgas
7066,39.470447,-120.10455,9542,water
7072,34.307444,-117.323548,10933,water
7079,42.766397,-114.908236,90972,water
7080,37.1067,-113.5953,162,petroleum
7082,36.430554,-114.902405,3166225,naturalgas
7097,29.309722,-98.3203,9278878,naturalgas
7111,40.5003,-111.4047,15206,naturalgas
7112,55.1139,-131.5481,39,petroleum
7113,47.159553,-119.896306,23476,water
7115,46.5628,-87.5686,12585,water
7116,46.5717,-87.4764,44065,water
7118,46.3156,-87.5128,3,water
7119,45.8475,-87.0036,11,petroleum
7125,35.0075,-82.9975,493746,water
7127,47.385072,-123.605225,14272,water
7128,40.432915,-78.002887,81128,water
7129,39.528749,-121.546359,19459,water
7130,19.6316,-155.0313,44998,petroleum
7131,33.585257,-101.886093,1889,naturalgas
7132,41.254331,-111.848525,3804,water
7135,35.127591,-92.790273,153723,water
7137,41.7529,-92.748889,5766,naturalgas
7138,39.8154,-74.2098,4328,naturalgas
7145,41.5572,-93.5242,7784,naturalgas
7146,40.956932,-72.877411,30715,petroleum
7147,34.088019,-117.039539,4905,water
7151,39.586864,-122.533248,5284,water
7153,39.7436,-75.5072,4596837,petroleum
7155,43.2481,-93.205,674,petroleum
7158,39.4492,-84.4611,15759,naturalgas
7159,43.1669,-88.69,46794,naturalgas
7164,33.8447,-112.2714,31047,water
7166,34.7956,-92.3569,135365,water
7168,55.116879,-131.545879,5966,water
7169,62.9617,-141.9372,1158,petroleum
7173,71.292,-156.7786,49637,naturalgas
7174,66.5208,-145.3064,2279,petroleum
7179,34.168264,-114.277356,79916,water
7182,61.5875,-159.5317,2630,petroleum
7183,59.899054,-154.698735,3425,water
7189,40.597617,-122.538683,23422,water
7190,42.526786,-114.036889,53514,water
7191,33.989153,-83.498448,5929,water
7200,30.7975,-94.1756,21253,water
7203,43.7353,-88.496667,1533,naturalgas
7210,33.3644,-81.03,2973345,coal
7212,37.498223,-77.368544,48104,naturalgas
7213,36.869,-78.704,5678306,coal
7229,39.814905,-122.332335,4845,water
7231,37.401,-121.96867,79,naturalgas
7232,37.364297,-121.944238,51180,naturalgas
7233,38.973655,-104.901141,63485,water
7237,43.60347,-96.6356,25795,naturalgas
7238,28.2764,-81.533,3590903,naturalgas
7242,27.7286,-81.9897,1704166,naturalgas
7246,33.986501,-91.315788,390250,water
7247,44.901667,-97.108333,72,petroleum
7250,58.3875,-134.6446,3,petroleum
7259,46.7844,-122.7197,6469,water
7264,20.79,-156.9342,20206,petroleum
7266,37.652602,-121.020397,897778,naturalgas
7268,42.7553,-86.0853,14985,naturalgas
7270,42.6658,-88.0131,19092,naturalgas
7277,35.4317,-81.0347,70386,naturalgas
7279,40.153328,-83.126719,7333,water
7281,38.830833,-94.890278,51,naturalgas
7283,36.024272,-90.509229,37,naturalgas
7288,39.451,-75.0578,28716,petroleum
7294,28.4263,-81.5809,369445,naturalgas
7296,37.0659,-94.614,1714269,naturalgas
7302,27.788215,-81.869983,1140,naturalgas
7304,39.7961,-91.5556,3,naturalgas
7307,40.507292,-122.423281,258524,naturalgas
7314,40.8158,-73.064,1207777,naturalgas
7315,37.5744,-120.985,217636,naturalgas
7317,44.508169,-109.170661,97067,water
7318,39.145036,-75.548172,1836,naturalgas
7325,29.694838,-95.040622,825179,naturalgas
7335,39.839572,-84.965682,1288,naturalgas
7336,40.0529,-85.7389,6676,naturalgas
7338,39.889287,-121.279173,5854,water
7339,37.2678,-97.3497,2817,naturalgas
7343,42.3006,-96.3617,4323333,petroleum
7345,29.640278,-82.348611,392388,naturalgas
7348,32.5792,-83.5822,7439,naturalgas
7350,45.847998,-119.67392,1273703,naturalgas
7366,44.6108,-87.5586,13610,wind
7367,59.77862,-150.94015,432575,water
7368,38.752,-122.7195,469471,geothermal
7369,38.7492,-122.7117,371135,geothermal
7372,37.57522,-108.574002,3560,water
7373,37.429538,-108.574871,18008,water
7378,44.9425,-93.1072,168,petroleum
7380,27.641667,-81.9625,2508671,naturalgas
7381,42.8625,-72.9628,10936,wind
7392,36.7597,-90.3903,673,naturalgas
7393,37.9414,-101.2639,3,naturalgas
7396,42.1483,-72.5911,1883,petroleum
7397,39.9389,-77.6583,1901,naturalgas
7398,43.582846,-83.896696,85,naturalgas
7399,43.595101,-83.89986,560,naturalgas
7405,39.6914,-92.0381,20,petroleum
7406,39.6914,-92.0381,61,petroleum
7408,40.0606,-111.7294,6,naturalgas
7413,43.9125,-123.0225,15973,otherrenewable
7414,55.5156,-132.9672,24,petroleum
7415,43.680278,-95.1725,13,petroleum
7425,39.8233,-89.5891,8825,naturalgas
7427,46.4661,-122.1097,290216,water
7429,36.1067,-76.6356,77,petroleum
7431,45.614375,-121.136885,40902,water
7437,64.7381,-156.94,5697,petroleum
7438,38.7528,-77.4767,100,petroleum
7439,38.7528,-77.4767,35,petroleum
7440,38.7528,-77.4767,258,petroleum
7441,38.7528,-77.4767,131,petroleum
7447,37.6356,-98.745,691,naturalgas
7449,38.088138,-121.386944,3422,naturalgas
7450,37.7886,-122.2889,1551,naturalgas
7451,38.146571,-121.300541,1263,naturalgas
7452,38.810677,-121.323807,589,naturalgas
7456,47.80427,-116.867312,12789,naturalgas
7458,39.363056,-106.821944,20240,water
7462,57.447778,-134.492778,1693,petroleum
7463,58.114167,-135.407778,4445,petroleum
7464,56.957857,-133.908103,2683,petroleum
7474,41.787115,-89.677526,8711,water
7479,33.4919,-80.8633,828,petroleum
7480,33.436637,-80.847389,137,naturalgas
7481,40.3503,-98.424722,2,petroleum
7482,70.4808,-157.3969,3373,petroleum
7483,69.2925,-143.7303,4492,petroleum
7484,69.9636,-152.7539,6598,naturalgas
7485,69.0408,-160.1919,5759,petroleum
7486,69.740833,-163.005833,3542,petroleum
7487,68.7494,-152.1319,3964,petroleum
7488,70.5986,-160.0614,6357,petroleum
7489,39.197222,-123.185556,2683,water
7493,55.061683,-162.3103,3822,water
7497,43.272222,-82.6139,3,petroleum
7501,42.4789,-71.9,4370,wind
7502,53.9761,-166.5361,46622,petroleum
7503,53.86406,-166.51242,68,petroleum
7504,44.2856,-105.3833,578930,naturalgas
7505,46.280657,-96.070449,22,petroleum
7507,39.53,-121.095833,5685,water
7508,45.081111,-121.886611,63734,water
7511,45.940034,-119.299078,76702,water
7512,29.257046,-98.384045,2183187,naturalgas
7513,46.77285,-67.84849,250268,otherrenewable
7515,38.38932,-97.61108,7471,naturalgas
7526,38.116415,-121.769031,562350,wind
7527,38.445681,-121.462387,395452,naturalgas
7538,35.375789,-78.098052,78670,naturalgas
7541,44.512699,-109.129878,16315,water
7545,36.6994,-96.9278,50747,water
7546,36.71979,-97.085758,34146,naturalgas
7548,41.297229,-111.588849,3487,water
7549,43.046,-88.0281,25361,naturalgas
7551,38.530943,-121.400128,776689,naturalgas
7552,38.511,-121.4735,760404,naturalgas
7555,40.6661,-95.868333,762,naturalgas
7556,40.4581,-88.4564,67,petroleum
7575,41.3822,-83.6113,76,petroleum
7576,41.1428,-81.4706,36,petroleum
7577,39.0441,-82.6101,42,petroleum
7578,41.4106,-84.0967,32,petroleum
7579,41.168,-80.7529,56,petroleum
7580,41.003889,-81.762222,45,petroleum
7583,44.3083,-75.3083,3389,water
7584,41.6944,-94.3607,38,petroleum
7588,47.9084,-121.8144,514336,water
7593,36.592775,-106.73213,3,water
7594,39.1192,-81.7375,304007,water
7595,41.969145,-91.668889,211,naturalgas
7603,40.4411,-83.1883,3,petroleum
7604,36.5852,-90.1779,344467,naturalgas
7605,45.6497,-122.7256,1577119,naturalgas
7646,38.513056,-122.104444,39157,water
7657,41.237206,-84.399756,10769,water
7690,40.153128,-74.769146,3056,otherrenewable
7693,33.853542,-117.856286,56311,naturalgas
7697,31.2504,-88.0156,828885,naturalgas
7698,32.310226,-86.52542,537102,naturalgas
7699,27.746369,-81.849446,1072432,naturalgas
7701,40.1405,-74.7506,247473,naturalgas
7709,34.042267,-83.397721,338572,naturalgas
7710,32.6078,-85.0975,10167617,naturalgas
7715,30.59208,-87.135391,78525,naturalgas
7719,32.374841,-88.70416,72,petroleum
7721,30.525445,-88.128477,1525962,naturalgas
7722,35.6021,-84.7895,8777615,nuclear
7723,57.7911,-152.4058,3,petroleum
7725,44.5889,-123.2728,42338,otherrenewable
7737,32.9,-79.9667,573302,otherrenewable
7749,36.868206,-89.840173,40229,naturalgas
7751,59.5357,-135.2123,15140,water
7752,55.476472,-133.14772,21145,water
7754,40.2877,-94.7913,3485,naturalgas
7757,36.222058,-95.277064,2341002,naturalgas
7758,42.7317,-92.4711,52,petroleum
7759,39.902556,-86.24405,30793,naturalgas
7760,40.106125,-87.653818,21991,naturalgas
7763,39.9528,-85.5039,47040,naturalgas
7764,33.8119,-83.6953,4350,naturalgas
7766,37.574167,-95.237222,20,petroleum
7767,37.1364,-113.505,86,petroleum
7768,31.3869,-84.08,63100,naturalgas
7770,41.9084,-89.0466,178,naturalgas
7771,42.82579,-99.777467,10472,wind
7774,41.5311,-81.6478,30,petroleum
7775,40.2247,-84.4769,38,petroleum
7776,41.4079,-84.1095,15,petroleum
7777,40.5416,-81.4985,151,petroleum
7778,40.86,-81.7586,69,petroleum
7779,41.4609,-84.527,157,petroleum
7780,40.4597,-84.0401,14,petroleum
7781,39.9867,-84.5513,6,petroleum
7782,39.3528,-84.5183,2157,naturalgas
7783,41.3884,-83.6402,813,naturalgas
7784,42.5027,-78.0686,96844,naturalgas
7789,36.239886,-106.423043,24904,water
7790,40.0864,-109.2844,3479955,coal
7791,41.5855,-84.5794,76,petroleum
7795,44.085437,-87.726102,429,naturalgas
7797,38.7443,-77.4974,149,petroleum
7798,38.725278,-77.509722,60,petroleum
7799,45.0869,-87.6892,25706,naturalgas
7805,34.8392,-79.7406,7684214,naturalgas
7806,43.7289,-83.4367,3,naturalgas
7807,39.4128,-84.5558,4866,water
7810,42.7019,-89.8697,203,water
7813,33.9486,-85.2769,146651,naturalgas
7814,34.5567,-81.4919,70,petroleum
7818,39.569771,-90.43602,2417,naturalgas
7820,45.7881,-88.0408,104831,water
7821,45.7881,-88.0408,2285,water
7822,44.274582,-88.319074,36576,water
7824,32.9553,-115.5364,3,naturalgas
7825,33.6094,-93.7924,4806,naturalgas
7826,35.7314,-80.6019,2704083,naturalgas
7827,40.8969,-82.6625,22,petroleum
7828,40.908889,-82.653333,31,petroleum
7829,32.9842,-83.8464,30078,naturalgas
7831,45.5986,-85.5261,75,petroleum
7832,45.801549,-120.167176,151659,otherrenewable
7834,34.347778,-82.774444,3819585,naturalgas
7835,39.71901,-76.15976,317287,naturalgas
7836,38.5283,-77.7681,389443,naturalgas
7837,38.1181,-78.2139,186950,naturalgas
7838,38.5442,-77.7714,448033,naturalgas
7839,38.0722,-77.5133,751130,naturalgas
7841,61.0839,-146.2529,21217,petroleum
7842,39.103333,-88.85898,739,naturalgas
7843,43.799446,-92.682874,73554,naturalgas
7844,44.795231,-93.581013,644,naturalgas
7845,35.6578,-89.3964,2396240,naturalgas
7846,30.320556,-81.947222,3570234,naturalgas
7847,41.871043,-94.680777,21,petroleum
7848,38.7538,-93.9983,7611,naturalgas
7849,41.3158,-93.1011,88,petroleum
7850,40.7594,-95.3669,84,petroleum
7851,42.5147,-92.3294,17,petroleum
7853,42.021667,-95.363333,8,petroleum
7854,41.780735,-89.689416,117,petroleum
7855,46.895,-96.7347,1644,wind
7856,41.3164,-94.455,18,petroleum
7857,41.496111,-94.327222,4,petroleum
7860,39.6914,-92.0381,26,petroleum
7862,60.588686,-145.604539,16525,water
7863,44.902814,-91.568096,9334,naturalgas
7865,42.4942,-91.2725,11,petroleum
7867,47.5445,-121.8414,141602,water
7869,40.8275,-73.6478,196791,naturalgas
7870,48.746,-122.486,219643,naturalgas
7872,40.9297,-84.7392,40736,naturalgas
7873,27.9072,-82.4231,6833963,naturalgas
7874,41.4478,-84.7536,13,petroleum
7878,41.1697,-82.2206,20,petroleum
7883,36.5733,-83.0522,223,petroleum
7886,44.6694,-87.6333,17717,wind
7887,40.909653,-96.613086,68570,naturalgas
7891,40.4728,-88.9919,3,petroleum
7897,32.381352,-86.574366,4790497,naturalgas
7898,40.493889,-84.316111,2,petroleum
7900,30.2098,-97.6129,1197899,naturalgas
7901,43.6575,-88.4381,2632,wind
7902,32.4607,-94.4852,5084652,coal
7903,37.248431,-93.170839,52560,naturalgas
7907,36.8326,-119.327,76368,water
7909,40.7537,-73.9508,48930,naturalgas
7910,40.6631,-74,73738,naturalgas
7911,35.44072,-118.796498,15513,water
7912,40.7865,-73.2927,43242,naturalgas
7913,40.799,-73.9094,45718,naturalgas
7914,40.7991,-73.9156,54448,naturalgas
7915,40.7171,-73.9664,40021,naturalgas
7916,32.5892,-84.6917,206168,naturalgas
7917,33.4072,-85.0386,3020533,naturalgas
7918,40.7303,-82.7939,30,petroleum
7919,41.0317,-81.8714,41,petroleum
7920,42.1925,-92.4747,107,petroleum
7922,41.7394,-92.4394,7,petroleum
7925,43.798439,-94.841451,35258,naturalgas
7926,42.7114,-91.5469,1,petroleum
7928,38.532161,-94.902633,12149,naturalgas
7929,38.7875,-94.9861,34444,naturalgas
7930,38.899722,-98.839444,2088,naturalgas
7931,45.848039,-119.673965,1493933,naturalgas
7932,45.0046,-84.7218,15687,naturalgas
7934,41.768199,-89.674385,276,petroleum
7935,40.067218,-93.604363,64,petroleum
7936,46.0958,-119.0964,244273,wind
7937,40.990489,-104.816686,61523,wind
7939,37.7714,-75.6342,1151,petroleum
7940,37.3381,-77.9644,429,petroleum
7941,36.697222,-77.105,438,petroleum
7942,33.6808,-117.0698,25144,water
